CAMIS,DBA,BORO,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,GRADE,SCORE,Latitude,Longitude
40372618,BURGER KING,Queens,11434.0,+17185275044,Hamburgers,2023-06-29,Violations were cited in the following area(s).,A,12.0,40.667935318774,-73.780984279643
40372631,YANKEE JZ PIZZA,Bronx,10472.0,+17183284349,Pizza,2023-03-10,Violations were cited in the following area(s).,A,9.0,40.829178325164,-73.87570682252
40372694,CLINTON RESTAURANT,Queens,11357.0,+17187464800,Italian,2022-03-30,Violations were cited in the following area(s).,A,12.0,40.793463994158,-73.81314952527
40372971,RACQUET & TENNIS CLUB,Manhattan,10022.0,+12127539700,American,2023-01-19,Violations were cited in the following area(s).,A,10.0,40.758798345762,-73.972812079305
40373113,ASTRO RESTAURANT,Manhattan,10019.0,+12124896284,American,2022-11-17,Violations were cited in the following area(s).,A,12.0,40.76313625147,-73.978398412976
40373118,GOLDEN DOVE DINER,Staten Island,10312.0,+17189671900,American,2023-04-27,Violations were cited in the following area(s).,A,8.0,40.559012753113,-74.169439701203
40373160,KORNER PIZZERIA,Brooklyn,11218.0,+17188533755,Pizza,2023-01-11,Violations were cited in the following area(s).,A,11.0,40.643376352202,-73.978026547796
40373462,VILLA BERULIA,Manhattan,10016.0,+12126891970,Italian,2023-12-05,Violations were cited in the following area(s).,A,9.0,40.746865746167,-73.980821742973
40373500,VICTOR'S CAFE,Manhattan,10019.0,+12125867714,Latin American,2022-02-16,Violations were cited in the following area(s).,A,9.0,40.762961484036,-73.983853000701
40373597,PETE'S PIZZERIA & RESTAURANT,Brooklyn,11209.0,+17187455442,Pizza,2023-10-24,Violations were cited in the following area(s).,A,7.0,40.631240382668,-74.027888724775
40373656,KEENS STEAKHOUSE,Manhattan,10018.0,+12129473636,Steakhouse,2023-01-15,Violations were cited in the following area(s).,A,10.0,40.750753089864,-73.986108122854
40373669,BuBo,Manhattan,10016.0,+12125323300,American,2023-04-17,Violations were cited in the following area(s).,A,11.0,40.746047275767,-73.977869849068
40373888,IL MULINO,Manhattan,10012.0,+12126733783,Italian,2022-05-04,Violations were cited in the following area(s).,A,7.0,40.729844320711,-73.998960872846
40373909,MCDONALD'S,Brooklyn,11203.0,+17184510834,Hamburgers,2023-08-09,Violations were cited in the following area(s).,A,3.0,40.644916150063,-73.921588478833
40373912,THE MALT HOUSE,Manhattan,10012.0,+12122287701,American,2023-06-21,Violations were cited in the following area(s).,A,11.0,40.728787588835,-73.999350555867
40373937,SHUN LEE,Manhattan,10023.0,+12125958895,Chinese,2022-12-02,Violations were cited in the following area(s).,A,9.0,40.772273899388,-73.980363099092
40374136,TONY'S PIER RESTAURANT,Bronx,10464.0,+17188851424,Seafood,2022-07-19,Violations were cited in the following area(s).,A,12.0,40.837658970329,-73.782920637128
40374192,ELIO'S,Manhattan,10028.0,+12127722242,Italian,2023-01-08,Violations were cited in the following area(s).,A,13.0,40.776704064109,-73.952606878844
40374266,KASTELI II,Manhattan,10001.0,+12125647515,Irish,2022-07-19,Violations were cited in the following area(s).,A,13.0,40.748805077672,-73.995910876922
40374277,MOLLY WEE PUB,Manhattan,10001.0,+12129672627,Irish,2023-01-26,Violations were cited in the following area(s).,A,12.0,40.749754738358,-73.995221468286
40374395,EL CARIBE,Brooklyn,11234.0,+17185311200,Italian,2023-04-27,Violations were cited in the following area(s).,A,5.0,40.608652307729,-73.914280560816
40374415,OMEN AZEN,Manhattan,10012.0,+12129258923,Japanese,2023-04-18,Violations were cited in the following area(s).,A,9.0,40.725823228456,-74.001850833128
40374974,CHEZ NAPOLEON,Manhattan,10019.0,+12122656980,French,2023-01-18,Violations were cited in the following area(s).,A,9.0,40.763203559325,-73.988271452718
40375108,TURKEY'S NEST TAVERN,Brooklyn,11249.0,+17183849774,American,2023-03-20,Violations were cited in the following area(s).,A,2.0,40.720516956735,-73.954851215736
40375286,LA VILLA DE PIZZA & RESTAURANT,Queens,11414.0,+17186418259,Pizza,2023-03-21,Violations were cited in the following area(s).,A,12.0,40.666089208129,-73.8519582509
40375369,OZONE PIZZERIA,Queens,11417.0,+17188459555,Pizza,2023-01-19,Violations were cited in the following area(s).,A,10.0,40.680681768141,-73.842638180373
40375616,ARTURO'S,Manhattan,10028.0,+12125354480,Italian,2023-03-19,Violations were cited in the following area(s).,A,12.0,40.775452968053,-73.947477164518
40375699,GENE'S RESTURANT,Manhattan,10011.0,+12126752048,Italian,2023-05-09,Violations were cited in the following area(s).,A,7.0,40.73493582977,-73.997185481415
40375839,COZY SOUP & BURGER,Manhattan,10003.0,+12124775566,American,2023-07-13,Violations were cited in the following area(s).,A,8.0,40.729942920976,-73.992960624684
40375929,VILLA FIORITA,Brooklyn,11214.0,+17188377950,Italian,2023-03-30,Violations were cited in the following area(s).,A,5.0,40.612046726678,-73.997345555177
40376077,FONTANA FAMOUS PIZZA & GYRO,Queens,11361.0,+17186310147,Greek,2023-02-13,Violations were cited in the following area(s).,C,36.0,40.757715535717,-73.783109985737
40376142,LUSARDI'S RESTAURANT,Manhattan,10075.0,+12122492020,Italian,2022-03-09,Violations were cited in the following area(s).,A,13.0,40.772505803269,-73.955646225535
40376204,PORTOFINO,Queens,11375.0,+17182611239,Italian,2023-10-04,Violations were cited in the following area(s).,B,20.0,40.718748570733,-73.840293278717
40376290,KING'S ARMS RESTAURANT,Staten Island,10310.0,+17184480326,American,2022-08-12,Violations were cited in the following area(s).,A,13.0,40.630436247754,-74.106988972394
40376495,MARCO POLO RISTORANTE,Brooklyn,11231.0,+17188525015,Italian,2024-01-09,Violations were cited in the following area(s).,A,13.0,40.682282872632,-73.99592218276
40376496,MANHATTAN MONSTER,Manhattan,10014.0,+12129243557,American,2022-12-28,Violations were cited in the following area(s).,A,12.0,40.733407004766,-74.002428368437
40376635,"TRIPOLI RESTAURANT, SWALLOW CAFE",Brooklyn,11201.0,+17185965800,Mediterranean,2023-03-13,Violations were cited in the following area(s).,A,8.0,40.690303050213,-73.994645190281
40376718,PJ BERNSTEIN DELI & RESTAURANT,Manhattan,10021.0,+12128790914,Sandwiches,2023-03-20,Violations were cited in the following area(s).,A,12.0,40.768613074623,-73.961403469724
40376735,PJ CARNEY'S,Manhattan,10019.0,+12126640056,Irish,2022-01-13,Violations were cited in the following area(s).,A,10.0,40.765738551729,-73.979884899094
40377124,JP'S RESTAURANT,Bronx,10464.0,+17188853364,Seafood,2023-04-19,Violations were cited in the following area(s).,B,19.0,40.857251130718,-73.790415470169
40377243,JOHN & JOE PIZZERIA & RESTAURANT,Bronx,10462.0,+17184099776,Pizza,2023-10-10,Violations were cited in the following area(s).,A,8.0,40.854465546464,-73.865892004272
40377262,SUNSET PIZZERIA,Staten Island,10309.0,+17183565918,Pizza,2023-04-05,Violations were cited in the following area(s).,A,10.0,40.54235091781,-74.208236910242
40377294,MCDONALD'S,Queens,11385.0,+17184970722,Hamburgers,2022-12-21,Violations were cited in the following area(s).,A,13.0,40.701739099289,-73.880832224708
40377325,JACKSON HOLE,Manhattan,10016.0,+12126793264,Hamburgers,2022-11-22,Violations were cited in the following area(s).,A,13.0,40.746222915383,-73.977739867544
40377385,NAPOLI PIZZA,Queens,11365.0,+17183801172,Pizza,2023-05-08,Violations were cited in the following area(s).,A,10.0,40.733073440304,-73.804753501055
40377506,VESUVIO RESTAURANT & PIZZA,Brooklyn,11209.0,+17187450222,Pizza,2023-02-27,No violations were recorded at the time of this inspection.,A,0.0,40.63271448104,-74.027266057226
40377560,HOT POT,Queens,11413.0,+17185253201,Caribbean,2023-08-16,Violations were cited in the following area(s).,A,10.0,40.676626506659,-73.741990586543
40377630,JOHNS CAFE & RESTAURANT,Manhattan,10017.0,+12128674955,American,2022-11-18,Violations were cited in the following area(s).,A,12.0,40.751027572144,-73.971339086977
40377789,CAFE LUXEMBOURG,Manhattan,10023.0,+12128737411,French,2022-01-12,Violations were cited in the following area(s).,A,10.0,40.777464653904,-73.98301540541
40378035,"DUNKIN', BASKIN ROBBINS",Queens,11367.0,+17183584031,Donuts,2023-02-08,Violations were cited in the following area(s).,A,11.0,40.739396352692,-73.815741155917
40378136,BROADWAY RESTAURANT,Manhattan,10025.0,+12128657074,American,2023-03-08,Violations were cited in the following area(s).,A,10.0,40.7980337182,-73.969299779631
40378190,NARITA JAPANESE RESTAURANT,Queens,11375.0,+17182632999,Japanese,2023-03-27,Violations were cited in the following area(s).,A,12.0,40.720981864901,-73.845612730765
40378212,CUCHIFRITO,Manhattan,10029.0,+12128764846,Spanish,2022-06-02,Violations were cited in the following area(s).,A,10.0,40.798286090425,-73.940863923623
40378571,IL CANTINORI RESTAURAUNT,Manhattan,10003.0,+12126736044,Italian,2022-02-09,Violations were cited in the following area(s).,A,5.0,40.732402237364,-73.99307221868
40378579,ANDREWS COFFEE SHOP,Manhattan,10018.0,+12126951962,American,2023-04-05,Violations were cited in the following area(s).,A,12.0,40.751741613774,-73.990056458411
40378822,WEST CORK-UNION HALL,Staten Island,10310.0,+17184422133,American,2023-10-04,Violations were cited in the following area(s).,A,12.0,40.638103038605,-74.109253251777
40378827,KOSHER HUT OF BROOKLYN,Brooklyn,11223.0,+17183768996,Jewish/Kosher,2023-10-16,Violations were cited in the following area(s).,B,26.0,40.606197891882,-73.96543762922
40378874,TERRA BLUES,Manhattan,10012.0,+12127777776,American,2023-03-15,Violations were cited in the following area(s).,A,5.0,40.728268828151,-73.999357776932
40379026,FLAMINGO,Queens,11372.0,+17186061633,Latin American,2022-10-21,Violations were cited in the following area(s).,A,12.0,40.747933648158,-73.880915291092
40379149,MONTE'S,Manhattan,10012.0,+12122289194,Italian,2023-05-04,Establishment re-opened by DOHMH.,Z,11.0,40.72944358561,-74.00096335165
40379566,LONDON LENNIES,Queens,11374.0,+17188948084,Seafood,2022-03-30,Violations were cited in the following area(s).,A,9.0,40.72219742993,-73.86724509918
40379573,DUNKIN',Bronx,10475.0,+17183248842,Donuts,2023-01-30,Violations were cited in the following area(s).,A,13.0,40.885779695433,-73.828375272215
40379580,COOPER TOWN DINER,Manhattan,10003.0,+12126779287,American,2023-11-21,Violations were cited in the following area(s).,A,2.0,40.734752957401,-73.979948414333
40379662,MEZZALUNA,Manhattan,10021.0,+12125359600,Italian,2023-06-23,Violations were cited in the following area(s).,A,11.0,40.771283054919,-73.959466777028
40379890,O'HARA'S,Manhattan,10006.0,+12122673032,American,2023-11-20,Violations were cited in the following area(s).,A,13.0,40.709636641851,-74.012711005921
40379920,E.A.T. CAFE,Manhattan,10028.0,+12127720022,American,2023-01-31,Violations were cited in the following area(s).,B,16.0,40.777371576876,-73.961365877573
40380182,CLUB 101,Manhattan,10178.0,+12128180263,American,2023-10-16,Violations were cited in the following area(s).,A,2.0,40.750985218449,-73.978485380664
40380253,RIVERDALE DINER,Bronx,10463.0,+17188846050,American,2022-02-17,Violations were cited in the following area(s).,A,10.0,40.885006299201,-73.901272221935
40380422,CARLOS PIZZA,Queens,11379.0,+17188947915,Pizza,2023-02-01,Violations were cited in the following area(s).,A,10.0,40.7128252087,-73.878193530685
40380432,THE BITTER END,Manhattan,10012.0,+12126737030,American,2023-06-05,Violations were cited in the following area(s).,A,12.0,40.728219421756,-73.999256753632
40380457,ARRIBA ARRIBA,Manhattan,10019.0,+12124890810,Mexican,2023-08-03,Violations were cited in the following area(s).,A,2.0,40.76419717623,-73.988415675015
40380464,GEIDO RESTAURANT,Brooklyn,11217.0,+17186388866,Japanese,2023-01-25,Violations were cited in the following area(s).,A,12.0,40.677792033642,-73.972899309836
40380517,BARNEY GREENGRASS,Manhattan,10024.0,+12127244707,Jewish/Kosher,2023-11-15,Violations were cited in the following area(s).,A,10.0,40.787824607234,-73.974894696743
40380520,ANNAM BRAHAM RESTAURANT,Queens,11432.0,+17185232600,Indian,2022-10-24,Violations were cited in the following area(s).,A,2.0,40.713358108981,-73.801774217799
40380592,MONTERO BAR & GRILL,Brooklyn,11201.0,+16467294129,American,2022-11-09,Violations were cited in the following area(s).,A,9.0,40.691247359648,-73.997987861076
40380628,PISA PIZZERIA,Queens,11385.0,+17183816368,Pizza,2023-03-22,Violations were cited in the following area(s).,A,12.0,40.70131289975,-73.888255235301
40380657,PETE'S CLAM STOP,Brooklyn,11224.0,+19177501299,American,2023-04-26,Violations were cited in the following area(s).,A,11.0,40.575528666625,-73.981850250554
40380826,FIT CAFETERIA (BUILDING A ),Manhattan,10001.0,+12122175770,American,2023-02-07,Violations were cited in the following area(s).,A,11.0,40.747119757708,-73.99499068076
40380996,SMILING PIZZA,Brooklyn,11215.0,+17187882137,Pizza,2023-03-14,Violations were cited in the following area(s).,A,7.0,40.667061653915,-73.981414315334
40381210,SYMPOSIUM GREEK RESTAURANT,Manhattan,10025.0,+12128651011,Greek,2022-12-08,Violations were cited in the following area(s).,A,10.0,40.805580285422,-73.964159734383
40381551,CLARK'S RESTAURANT,Brooklyn,11201.0,+17188555484,American,2023-03-27,Violations were cited in the following area(s).,A,12.0,40.697510750407,-73.993259780796
40381595,PIETROS,Manhattan,10017.0,+12126829760,Italian,2023-06-21,Violations were cited in the following area(s).,A,12.0,40.751069173359,-73.973114812431
40381720,MISS LILY'S 7A,Manhattan,10009.0,+12128121482,Caribbean,2022-01-06,Violations were cited in the following area(s).,A,9.0,40.725962055374,-73.983609449249
40382052,LATOURETTE GOLF COURSE,Staten Island,10306.0,+17183511889,American,2023-06-21,Violations were cited in the following area(s).,B,27.0,40.575914408886,-74.148258680815
40382057,DYKER BEACH GOLF (GRILL ROOM),Brooklyn,11228.0,+17188369722,American,2023-01-04,Violations were cited in the following area(s).,A,5.0,40.617715737743,-74.019994680554
40382802,PARNELL'S PUB,Manhattan,10022.0,+12127531761,Irish,2022-12-07,Violations were cited in the following area(s).,A,7.0,40.756238401752,-73.965958657687
40383003,COBBLESTONE PUB,Queens,11375.0,+17182639754,American,2023-03-28,Violations were cited in the following area(s).,A,5.0,40.715311990803,-73.832509783357
40383044,PIZZA WAGON,Brooklyn,11209.0,+17188365725,Pizza,2022-10-21,Violations were cited in the following area(s).,A,2.0,40.621365020169,-74.026328434867
40383067,RUSSIAN TURKISH BATHS,Manhattan,10009.0,+12125450665,Russian,2022-09-01,Violations were cited in the following area(s).,A,10.0,40.728344489977,-73.983453717052
40383281,GABY'S PIZZA,Queens,11423.0,+17187409716,Pizza,2023-11-08,Violations were cited in the following area(s).,A,7.0,40.720424809649,-73.760890061607
40383284,VERDI RESTAURANT,Queens,11357.0,+17187466000,Italian,2023-06-20,Violations were cited in the following area(s).,A,13.0,40.787035101942,-73.814427945733
40383496,THE GROTTO PIZZA,Manhattan,10004.0,+12128096990,Pizza,2023-02-28,Violations were cited in the following area(s).,A,11.0,40.705500307697,-74.012396426249
40383511,BRANDY'S PIANO BAR,Manhattan,10028.0,+12127444949,American,2023-03-16,Violations were cited in the following area(s).,A,11.0,40.777135582011,-73.954061663781
40383609,REAL MADRID RESTAURANT,Staten Island,10303.0,+17184477885,Spanish,2023-08-30,Violations were cited in the following area(s).,A,12.0,40.626289740667,-74.158367858223
40383737,CANLON'S RESTAURANT,Staten Island,10306.0,+17186673013,Italian,2023-03-16,Violations were cited in the following area(s).,A,12.0,40.565128564811,-74.126704510879
40383819,LAST STOP (AI & JI) RESTAURANT,Bronx,10471.0,+13474496679,American,2022-04-12,Violations were cited in the following area(s).,A,12.0,40.889699806922,-73.898162016423
40383825,RUSSIAN SAMOVAR,Manhattan,10019.0,+12127570168,Russian,2023-04-24,Violations were cited in the following area(s).,A,12.0,40.763104258677,-73.984192295536
40384036,MCDONALD'S,Brooklyn,11207.0,+17182723362,Hamburgers,2023-09-25,Violations were cited in the following area(s).,A,12.0,40.657669815042,-73.889932475951
40384188,LA MELA RESTAURANT,Manhattan,10013.0,+12124319493,Italian,2022-12-29,Violations were cited in the following area(s).,A,11.0,40.719910978144,-73.997077892142
40384340,FRIEND OF A FARMER,Manhattan,10003.0,+12124772188,American,2023-08-09,Violations were cited in the following area(s).,A,10.0,40.736900338471,-73.986648683307
40384458,DREAM PIZZA,Queens,11368.0,+17189431599,Pizza,2023-03-01,Violations were cited in the following area(s).,A,10.0,40.750340064517,-73.870112251068
40384507,IRENE'S PLACE,Brooklyn,11222.0,+13476804210,Polish,2022-01-06,Violations were cited in the following area(s).,A,12.0,40.72349055081,-73.950642573752
40384528,VESELKA RESTAURANT,Manhattan,10003.0,+12122289682,Eastern European,2023-01-27,Establishment re-opened by DOHMH.,Z,10.0,40.729086067436,-73.987303310071
